transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
2791,223.89,17,Travel,0,0,58,2,63,0
2792,714.76,12,Grocery,0,0,81,2,64,0
2793,151.72,23,Clothing,1,1,86,1,25,0
2794,54.09,7,Travel,0,0,63,1,57,0
2795,103.4,13,Food,0,0,98,1,69,0
2796,162.06,10,Clothing,0,0,91,5,41,0
2797,13.66,5,Grocery,0,0,86,3,49,0
2798,175.28,23,Electronics,0,0,53,2,48,0
2799,715.09,0,Clothing,0,0,55,2,55,0
2800,37.95,1,Grocery,0,0,84,1,20,0
2801,283.15,12,Grocery,0,0,63,3,65,0
2802,429.28,0,Clothing,0,0,25,3,52,0
2803,517.88,23,Travel,0,0,80,6,30,0
2804,580.01,23,Clothing,0,0,82,1,64,0
2805,132.66,3,Food,0,0,45,2,59,0
2806,681.43,23,Grocery,0,0,78,1,58,0
2807,254.87,22,Grocery,0,0,95,3,32,0
2808,31.74,1,Electronics,0,0,67,3,43,0
2809,116.64,20,Grocery,0,0,78,0,29,0
2810,228.06,19,Electronics,0,0,26,3,42,0
2811,51.15,15,Grocery,0,0,38,3,45,0
2812,184.21,2,Grocery,0,0,27,3,36,0
2813,197.71,16,Clothing,0,0,38,3,26,0
2814,31.96,4,Clothing,0,0,29,1,52,0
2815,149.87,7,Food,0,0,63,3,62,0
2816,265.82,11,Travel,0,0,25,0,53,0
2817,124.37,22,Food,0,0,67,0,49,0
2818,2.19,11,Grocery,0,0,83,4,20,0
2819,1.63,0,Food,0,0,39,1,22,0
2820,79.5,0,Clothing,0,0,70,1,69,0
2821,469.14,14,Grocery,1,0,31,4,58,0
2822,46.74,16,Grocery,0,0,66,1,35,0
2823,181.1,1,Food,0,0,31,3,59,0
2824,45.2,16,Electronics,0,0,71,3,68,0
2825,69.86,19,Travel,0,0,43,2,32,0
2826,339.15,8,Food,0,0,77,1,42,0
2827,234.92,11,Food,1,0,40,2,35,0
2828,18.05,3,Travel,0,0,86,1,24,0
2829,100.77,12,Grocery,0,0,90,5,39,0
2830,5.33,3,Grocery,0,0,89,4,41,0
2831,118.02,6,Electronics,0,0,75,2,52,0
2832,195.48,13,Food,0,0,60,3,39,0
2833,22.7,8,Travel,0,0,59,1,44,0
2834,61.37,22,Food,0,0,48,4,19,0
2835,91.3,0,Clothing,0,0,93,4,28,0
2836,453.58,0,Food,0,0,53,2,64,0
2837,899.81,19,Food,1,0,25,3,43,0
2838,8.27,3,Clothing,0,0,81,4,24,0
2839,257.64,0,Clothing,0,0,33,2,36,0
2840,83.66,21,Travel,0,0,39,1,54,0
2841,89.7,9,Grocery,0,0,98,1,36,0
2842,252.63,1,Electronics,0,0,40,1,27,0
2843,451.12,20,Clothing,0,0,72,1,64,0
2844,542.61,23,Grocery,0,0,60,2,48,0
2845,154.92,14,Travel,0,0,77,2,18,0
2846,79.52,2,Food,0,0,27,1,34,0
2847,278.83,22,Travel,0,0,43,2,27,0
2848,52.02,8,Travel,0,0,65,2,53,0
2849,149.45,16,Clothing,1,0,61,2,38,0
2850,79.93,20,Electronics,0,0,83,2,34,0
2851,192.41,12,Clothing,0,0,91,5,59,0
2852,49.49,2,Food,0,0,32,1,61,0
2853,38.28,3,Clothing,0,0,38,3,60,0
2854,450.71,3,Food,0,0,85,3,20,0
2855,19.33,10,Clothing,0,0,59,2,68,0
2856,126.92,6,Electronics,0,0,40,2,67,0
2857,44.92,10,Grocery,0,0,95,2,39,0
2858,7.15,23,Electronics,0,0,59,1,47,0
2859,6.6,10,Clothing,0,0,32,3,67,0
2860,34.68,9,Travel,0,0,84,3,53,0
2861,362.82,4,Grocery,0,0,36,1,22,0
2862,59.75,12,Travel,0,0,73,2,20,0
2863,540.89,11,Electronics,0,0,92,4,18,0
2864,156.85,9,Grocery,0,0,59,2,34,0
2865,103.28,6,Clothing,0,0,69,4,66,0
2866,156.19,18,Travel,0,0,65,1,69,0
2867,130.88,18,Clothing,0,0,85,5,39,0
2868,255.97,18,Food,0,0,39,2,44,0
2869,59.76,11,Grocery,0,0,91,4,50,0
2870,78.39,19,Travel,0,0,83,2,38,0
2871,404.14,21,Electronics,0,1,26,1,18,0
2872,526.91,14,Electronics,0,0,30,1,21,0
2873,401.55,4,Electronics,0,0,81,2,58,0
2874,97.88,23,Electronics,0,0,40,1,23,0
2875,272.84,13,Travel,0,0,47,2,45,0
2876,116.44,11,Food,0,1,65,1,29,0
2877,123.88,20,Electronics,0,0,54,3,62,0
2878,41.22,10,Electronics,0,0,91,3,69,0
2879,160.98,4,Electronics,1,0,79,2,40,0
2880,37.07,15,Food,0,0,28,3,60,0
2881,72.51,17,Grocery,0,0,52,2,29,0
2882,347.62,11,Electronics,1,0,74,5,59,0
2883,41.76,4,Electronics,0,0,52,1,65,0
2884,13.29,15,Electronics,0,0,77,3,66,0
2885,12.87,11,Grocery,0,0,91,3,62,0
2886,508.78,22,Electronics,0,0,50,2,50,0
2887,127.28,1,Grocery,1,0,63,0,38,0
2888,94.79,5,Grocery,1,0,37,0,58,0
2889,299.77,22,Clothing,1,0,95,4,57,0
2890,325.23,20,Clothing,1,0,78,3,44,0
2891,72.68,3,Electronics,0,0,37,0,67,0
2892,212.93,12,Travel,0,0,83,3,49,0
2893,265.42,9,Clothing,0,0,28,3,18,0
2894,191.38,16,Clothing,0,0,81,3,49,0
2895,29.59,13,Travel,0,0,84,1,20,0
2896,375.58,23,Food,0,1,71,3,50,0
2897,139.42,14,Electronics,1,0,98,1,18,0
2898,59.75,7,Food,0,0,29,1,41,0
2899,99.68,22,Food,0,0,60,0,36,0
2900,6.89,23,Grocery,0,1,43,3,35,0
2901,24.63,17,Grocery,0,0,54,0,49,0
2902,261.09,2,Electronics,0,0,65,1,61,0
2903,0.0,16,Travel,0,0,72,1,23,0
2904,96.99,23,Grocery,0,0,52,4,34,0
2905,133.06,23,Clothing,0,0,55,1,29,0
2906,10.11,6,Electronics,0,0,81,0,51,0
2907,650.67,12,Food,0,0,67,4,53,0
2908,46.14,15,Electronics,0,0,89,2,56,0
2909,65.28,4,Grocery,0,0,33,1,19,0
2910,65.22,3,Travel,0,0,36,3,37,0
2911,47.14,9,Food,1,0,36,4,37,0
2912,0.27,12,Travel,0,0,66,4,64,0
2913,235.24,9,Electronics,1,0,97,1,56,0
2914,613.18,13,Travel,0,0,77,2,68,0
2915,45.72,21,Travel,1,0,81,1,49,0
2916,195.81,11,Electronics,0,0,40,1,20,0
2917,243.79,0,Food,0,0,74,2,43,0
2918,339.6,20,Travel,0,0,28,0,58,0
2919,98.87,19,Travel,0,0,37,1,29,0
2920,64.96,19,Electronics,0,0,84,3,67,0
2921,70.83,6,Clothing,0,0,52,5,20,0
2922,224.45,8,Travel,0,0,36,0,45,0
2923,305.47,7,Grocery,0,0,48,2,26,0
2924,36.08,12,Food,0,0,25,3,43,0
2925,83.44,13,Travel,0,0,58,1,23,0
2926,417.99,11,Electronics,0,0,27,1,22,0
2927,295.83,7,Grocery,0,0,46,2,26,0
2928,754.26,20,Electronics,0,0,51,3,63,0
2929,252.62,21,Travel,0,0,45,0,51,0
2930,89.92,17,Grocery,0,0,37,0,45,0
2931,160.77,15,Food,0,0,68,2,43,0
2932,194.72,10,Food,0,0,48,4,52,0
2933,14.71,15,Food,0,0,70,2,18,0
2934,141.54,13,Clothing,0,0,41,0,21,0
2935,222.4,2,Electronics,0,0,29,4,30,0
2936,32.96,20,Travel,0,1,62,2,57,0
2937,273.06,1,Grocery,0,0,83,2,38,0
2938,157.77,2,Electronics,0,0,51,4,35,0
2939,547.41,3,Travel,0,0,78,1,37,0
2940,7.8,21,Clothing,0,0,95,3,21,0
2941,55.5,4,Travel,0,0,79,0,49,0
2942,165.63,9,Electronics,0,0,95,2,44,0
2943,63.32,19,Travel,0,0,67,3,42,0
2944,225.58,1,Grocery,1,0,62,1,24,0
2945,256.14,11,Clothing,0,1,85,4,62,0
2946,19.47,4,Grocery,0,0,69,2,47,0
2947,129.82,4,Clothing,0,0,82,0,40,0
2948,128.0,22,Clothing,0,0,53,2,46,0
2949,82.96,0,Travel,0,0,78,1,38,0
2950,486.35,3,Grocery,0,0,58,4,50,0
2951,316.33,20,Clothing,0,0,45,2,35,0
2952,215.05,23,Clothing,0,0,69,4,44,0
2953,225.52,11,Travel,0,0,25,2,31,0
2954,111.49,11,Electronics,0,0,34,3,57,0
2955,456.88,15,Electronics,0,0,82,0,48,0
2956,213.5,23,Food,0,0,52,1,59,0
2957,235.0,16,Food,0,0,85,4,25,0
2958,356.09,20,Clothing,0,1,54,0,20,0
2959,57.65,9,Electronics,0,0,52,1,52,0
2960,296.18,16,Clothing,0,0,53,2,55,0
2961,39.1,16,Grocery,0,1,55,5,28,0
2962,76.26,17,Electronics,0,0,92,4,53,0
2963,73.6,1,Electronics,0,1,98,0,69,0
2964,691.36,3,Electronics,1,0,55,1,65,0
2965,349.5,18,Food,1,0,65,1,60,0
2966,217.42,10,Travel,0,0,88,3,69,0
2967,233.73,16,Travel,0,0,66,2,51,0
2968,148.63,11,Food,0,0,68,2,40,0
2969,529.05,1,Food,0,0,55,1,22,0
2970,123.42,5,Food,0,0,35,2,47,0
2971,86.2,8,Travel,0,0,60,2,54,0
2972,32.04,4,Clothing,0,1,56,4,33,0
2973,277.69,19,Food,0,0,63,1,31,0
2974,238.67,20,Clothing,0,1,91,1,24,0
2975,87.32,8,Clothing,0,0,84,3,50,0
2976,4.59,22,Grocery,0,0,49,1,19,0
2977,328.74,7,Travel,0,0,52,1,63,0
2978,2.07,19,Clothing,0,0,43,1,22,0
2979,218.95,7,Travel,0,0,53,1,62,0
2980,632.73,21,Travel,0,0,74,1,62,0
2981,103.62,20,Grocery,0,0,43,3,56,0
2982,48.21,22,Travel,0,0,80,2,32,0
2983,219.66,5,Clothing,0,0,42,2,59,0
2984,305.81,2,Electronics,0,0,69,0,19,0
2985,142.31,4,Clothing,1,0,65,2,41,0
2986,614.22,8,Clothing,0,0,37,3,46,0
2987,9.55,6,Travel,0,0,92,0,46,0
2988,126.5,3,Clothing,0,0,92,1,38,0
2989,228.14,6,Electronics,1,0,48,2,42,0
2990,357.33,4,Travel,0,0,57,1,39,0
2991,35.56,10,Food,0,0,97,4,36,0
2992,289.7,14,Clothing,0,0,79,2,30,0
2993,144.82,1,Clothing,0,0,27,1,55,0
2994,90.92,12,Grocery,0,1,27,1,50,0
2995,25.42,21,Food,0,0,54,4,50,0
2996,360.84,15,Food,0,0,42,2,29,0
2997,30.8,6,Electronics,0,0,90,2,63,0
2998,66.74,7,Food,0,1,67,5,40,0
2999,61.66,5,Grocery,0,0,97,1,46,0
3000,369.21,23,Electronics,0,0,90,2,46,0
3001,201.04,6,Food,0,0,51,0,60,0
3002,286.74,17,Electronics,0,0,43,1,18,0
3003,51.9,21,Food,0,0,40,4,41,0
3004,176.49,21,Food,0,1,50,1,22,0
3005,152.65,19,Food,1,0,38,3,52,0
3006,321.97,6,Clothing,0,0,71,2,62,0
3007,425.77,2,Food,0,0,42,4,22,0
3008,2.2,4,Clothing,0,0,52,2,30,0
3009,201.77,0,Travel,1,1,43,1,49,1
3010,9.58,14,Grocery,0,0,54,3,59,0
3011,143.28,2,Electronics,0,0,45,3,44,0
3012,61.05,7,Electronics,0,0,45,2,41,0
3013,65.95,8,Travel,0,0,72,2,20,0
3014,78.36,14,Food,1,0,79,0,18,0
3015,174.78,9,Grocery,0,0,54,2,46,0
3016,73.18,1,Travel,0,0,66,4,62,0
3017,237.49,19,Travel,0,0,61,2,39,0
3018,93.31,4,Electronics,0,0,65,0,22,0
3019,12.74,18,Clothing,0,0,70,4,60,0
3020,275.65,12,Clothing,0,1,84,0,38,0
3021,60.58,10,Food,1,0,98,2,29,0
3022,102.06,0,Food,0,0,25,3,45,0
3023,208.19,21,Travel,0,0,78,2,28,0
3024,72.75,14,Food,0,1,59,2,32,0
3025,10.48,17,Clothing,1,0,40,4,55,0
3026,84.29,15,Grocery,0,1,29,1,52,0
3027,520.28,8,Electronics,0,0,55,2,65,0
3028,184.77,0,Clothing,0,0,61,0,62,0
3029,200.37,10,Food,0,0,49,0,33,0
3030,180.08,8,Electronics,0,0,86,0,54,0
3031,39.94,22,Electronics,1,0,49,0,32,0
3032,97.53,10,Travel,0,0,91,1,49,0
3033,250.21,12,Food,0,0,62,4,33,0
3034,19.24,1,Travel,0,0,72,2,50,0
3035,58.59,13,Electronics,0,0,88,4,57,0
3036,58.21,5,Travel,0,0,26,2,37,0
3037,101.82,7,Food,0,0,88,4,54,0
3038,707.51,17,Clothing,1,0,93,4,56,0
3039,12.58,15,Grocery,0,0,44,0,49,0
3040,131.63,20,Clothing,0,0,35,1,27,0
3041,35.58,11,Electronics,0,0,55,3,33,0
3042,635.29,10,Clothing,0,0,59,0,22,0
3043,21.65,5,Travel,0,0,68,2,37,0
3044,93.03,2,Food,0,1,79,0,44,0
3045,241.01,13,Clothing,0,0,69,6,60,0
3046,219.47,1,Clothing,0,1,45,2,67,0
3047,98.9,10,Food,1,0,76,2,37,0
3048,76.58,21,Travel,0,0,44,0,30,0
3049,91.23,2,Grocery,0,0,33,2,36,0
3050,55.24,17,Clothing,0,0,33,4,61,0
3051,41.37,0,Electronics,0,0,82,3,67,0
3052,118.76,23,Travel,0,0,95,2,32,0
3053,56.29,0,Travel,0,1,57,2,55,0
3054,61.01,11,Clothing,0,1,25,3,44,0
3055,192.48,14,Food,0,0,27,3,59,0
3056,622.61,4,Clothing,0,0,63,0,34,0
3057,166.58,5,Clothing,0,0,36,1,27,0
3058,14.42,15,Food,0,0,40,2,53,0
3059,14.15,11,Electronics,0,0,74,1,57,0
3060,544.43,11,Food,0,0,51,3,22,0
3061,63.51,2,Clothing,0,0,53,1,68,0
3062,17.39,22,Grocery,0,0,93,1,67,0
3063,164.5,1,Food,0,0,76,1,65,0
3064,175.9,6,Electronics,0,1,30,7,44,1
3065,188.2,1,Food,0,0,48,3,45,0
3066,56.01,20,Food,1,0,64,3,21,0
3067,2.74,6,Travel,0,0,57,2,24,0
3068,603.51,10,Travel,0,0,33,6,25,0
3069,52.0,10,Clothing,0,0,73,6,32,0
3070,202.88,13,Clothing,0,0,91,2,58,0
3071,220.74,2,Food,0,0,47,0,46,0
3072,169.49,13,Grocery,1,0,46,3,56,0
3073,67.55,10,Clothing,0,0,96,1,26,0
3074,56.92,3,Food,0,0,32,0,37,0
3075,163.89,16,Food,0,0,43,3,18,0
3076,361.91,15,Food,0,0,62,2,24,0
3077,527.84,2,Food,1,0,30,0,51,1
3078,20.15,9,Food,0,0,76,2,64,0
3079,30.28,20,Travel,0,0,58,2,27,0
3080,521.21,14,Electronics,0,0,98,1,58,0
3081,240.09,7,Electronics,0,0,35,2,65,0
3082,386.2,17,Food,0,0,67,0,23,0
3083,40.76,2,Clothing,0,0,59,1,42,0
3084,159.43,6,Grocery,0,0,35,6,29,0
3085,217.4,9,Food,0,0,64,0,57,0
3086,205.16,19,Grocery,0,0,56,2,58,0
3087,94.41,8,Travel,0,0,73,1,56,0
3088,2.79,13,Electronics,0,0,81,2,31,0
3089,157.41,22,Travel,0,0,89,4,28,0
3090,52.53,13,Clothing,0,0,72,2,29,0
3091,107.69,10,Clothing,0,0,76,3,36,0
3092,568.83,0,Food,0,0,63,4,59,0
3093,91.66,3,Clothing,0,0,78,1,45,0
3094,329.64,5,Clothing,1,0,49,5,36,0
3095,37.61,21,Travel,0,0,69,1,46,0
3096,200.91,21,Grocery,0,0,53,3,62,0
3097,679.06,4,Electronics,0,0,56,4,52,0
3098,19.34,2,Clothing,1,0,91,0,40,0
3099,1.5,1,Clothing,0,0,36,3,33,0
3100,102.32,2,Travel,0,0,82,4,54,0
3101,17.5,8,Electronics,0,0,44,2,38,0
3102,248.37,18,Travel,0,0,74,1,57,0
3103,442.77,18,Grocery,0,0,32,5,18,0
3104,102.46,16,Travel,0,0,55,1,63,0
3105,53.89,17,Electronics,0,0,48,1,69,0
3106,102.58,10,Electronics,0,1,37,4,54,0
3107,231.36,11,Clothing,0,0,96,2,42,0
3108,1.64,2,Grocery,0,0,66,0,33,0
3109,160.25,17,Food,0,0,50,0,50,0
3110,171.02,23,Clothing,0,0,62,1,42,0
3111,182.75,5,Travel,0,0,62,1,39,0
3112,49.88,6,Travel,0,0,79,2,20,0
3113,225.35,0,Electronics,0,0,34,7,20,1
3114,17.25,5,Electronics,0,0,35,1,28,0
3115,40.0,17,Electronics,0,0,27,3,60,0
3116,377.89,12,Food,0,0,47,1,69,0
3117,241.59,21,Food,0,0,86,1,22,0
3118,2.49,18,Clothing,0,0,94,3,61,0
3119,51.39,6,Food,0,0,65,5,42,0
3120,43.44,18,Electronics,0,0,65,1,55,0
3121,56.85,8,Clothing,0,0,28,3,33,0
3122,51.2,2,Clothing,0,0,27,3,49,0
3123,11.62,22,Grocery,0,0,75,1,46,0
3124,110.56,11,Food,0,0,79,5,23,0
3125,237.51,19,Travel,1,0,87,2,39,0
3126,167.99,23,Travel,0,0,73,1,26,0
3127,201.13,17,Grocery,0,0,96,2,27,0
3128,15.23,7,Electronics,0,0,94,1,31,0
3129,544.68,8,Grocery,0,0,93,1,64,0
3130,328.18,12,Electronics,0,0,32,1,56,0
3131,294.34,7,Food,0,0,32,0,37,0
3132,311.67,21,Food,0,0,43,3,22,0
3133,485.78,9,Clothing,0,1,98,1,24,0
3134,141.45,16,Clothing,0,0,79,3,57,0
3135,40.23,6,Clothing,0,0,97,6,31,0
3136,172.65,16,Clothing,0,0,96,1,32,0
3137,244.48,22,Travel,0,0,32,1,34,0
3138,241.04,17,Clothing,0,0,81,2,37,0
3139,132.66,23,Clothing,0,0,96,1,33,0
3140,12.76,1,Clothing,0,0,31,6,58,1
3141,83.48,2,Electronics,0,0,70,1,38,0
3142,456.36,18,Clothing,0,0,46,0,28,0
3143,158.07,0,Grocery,0,0,68,2,21,0
3144,139.12,20,Clothing,0,0,29,1,42,0
3145,56.37,20,Clothing,0,0,49,5,19,0
3146,82.72,9,Travel,1,0,71,3,19,0
3147,406.28,20,Clothing,0,0,67,1,44,0
3148,197.64,13,Electronics,0,0,39,1,48,0
3149,278.69,12,Food,1,1,88,2,64,0
3150,109.04,8,Clothing,0,0,55,1,25,0
3151,179.09,5,Clothing,0,0,68,3,65,0
3152,51.4,5,Clothing,1,0,71,3,25,0
3153,220.02,18,Travel,0,0,36,1,22,0
3154,100.43,20,Food,0,0,88,2,39,0
3155,105.19,9,Travel,0,0,47,4,60,0
3156,188.62,22,Travel,0,0,74,5,22,0
3157,495.59,2,Travel,0,0,60,2,57,0
3158,11.91,17,Electronics,0,0,35,3,65,0
3159,313.47,20,Food,1,0,71,4,23,0
3160,62.25,18,Electronics,0,0,80,2,55,0
3161,105.63,4,Electronics,0,0,93,4,24,0
3162,3.99,10,Food,0,0,61,1,35,0
3163,64.47,9,Electronics,0,1,34,4,42,0
3164,125.72,16,Food,0,1,80,3,20,0
3165,10.41,3,Clothing,0,0,66,0,42,0
3166,121.59,20,Travel,0,0,54,1,38,0
3167,471.39,17,Electronics,0,0,46,2,48,0
3168,20.05,17,Food,0,0,79,2,63,0
3169,260.24,0,Grocery,0,0,62,2,66,0
3170,94.87,13,Electronics,0,0,80,0,59,0
3171,191.65,7,Electronics,0,0,95,2,33,0
3172,54.26,1,Food,0,0,60,2,69,0
3173,31.27,18,Grocery,0,0,35,2,39,0
3174,31.48,14,Grocery,0,0,31,1,68,0
3175,13.16,1,Clothing,1,0,58,2,46,0
3176,36.96,3,Electronics,0,0,87,0,29,0
3177,196.43,0,Travel,0,0,26,3,63,0
3178,384.2,18,Electronics,0,0,86,2,60,0
3179,302.88,20,Travel,0,0,31,1,18,0
3180,208.01,9,Travel,0,0,67,3,43,0
3181,21.06,0,Food,0,0,42,4,27,0
3182,61.44,19,Electronics,0,0,44,1,42,0
3183,66.74,21,Food,0,0,31,4,42,0
3184,51.77,14,Clothing,0,0,76,4,60,0
3185,130.25,3,Travel,0,0,61,3,21,0
3186,138.04,6,Grocery,0,0,70,1,35,0
3187,79.46,6,Travel,0,0,66,2,60,0
3188,78.59,21,Clothing,0,0,84,2,25,0
3189,317.43,17,Travel,0,0,56,0,24,0
3190,280.31,12,Food,0,0,62,0,34,0
3191,66.22,9,Electronics,0,1,63,1,23,0
3192,441.17,23,Grocery,0,0,50,1,59,0
3193,549.66,7,Food,0,0,54,1,61,0
3194,71.21,9,Electronics,0,0,65,2,38,0
3195,78.77,13,Grocery,0,0,33,1,19,0
3196,126.81,13,Clothing,0,0,56,1,30,0
3197,509.81,19,Travel,0,0,80,0,49,0
3198,376.21,21,Grocery,0,0,77,4,30,0
3199,19.48,10,Clothing,0,0,31,1,46,0
3200,89.78,5,Electronics,0,0,47,0,22,0
3201,145.08,20,Grocery,0,0,76,1,43,0
3202,125.9,0,Clothing,1,0,45,5,55,1
3203,38.79,18,Electronics,0,0,47,2,49,0
3204,352.39,6,Food,0,0,93,1,65,0
3205,203.39,23,Travel,0,0,42,1,35,0
3206,327.53,17,Clothing,0,0,61,2,34,0
3207,352.32,2,Food,1,0,31,2,37,1
3208,248.35,19,Electronics,0,1,85,3,32,0
3209,104.11,10,Grocery,0,0,27,1,32,0
3210,169.74,4,Travel,0,0,25,1,64,0
3211,31.46,18,Electronics,1,0,84,2,21,0
3212,201.56,20,Clothing,0,0,30,0,26,0
3213,35.56,23,Travel,0,1,95,2,61,0
3214,213.12,23,Food,0,0,82,2,63,0
3215,46.95,1,Travel,1,1,55,2,50,1
3216,22.51,21,Food,0,0,32,2,27,0
3217,32.52,3,Electronics,0,0,39,3,64,0
3218,0.36,9,Grocery,0,0,31,2,60,0
3219,228.33,1,Travel,0,0,31,1,18,0
3220,237.29,7,Grocery,0,0,57,3,57,0
3221,130.22,0,Grocery,0,0,65,0,26,0
3222,31.68,5,Travel,0,0,81,1,39,0
3223,15.71,10,Travel,0,0,31,3,43,0
3224,3.48,9,Grocery,0,0,83,3,52,0
3225,32.62,12,Clothing,0,0,44,1,50,0
3226,398.71,0,Clothing,1,0,95,1,27,0
3227,49.76,1,Travel,0,0,74,2,55,0
3228,78.73,2,Grocery,0,0,38,1,36,0
3229,20.04,8,Grocery,0,0,39,3,21,0
3230,45.27,4,Electronics,0,0,34,3,36,0
3231,131.82,9,Grocery,0,0,89,3,24,0
3232,168.46,9,Clothing,0,0,79,3,29,0
3233,50.67,11,Electronics,0,0,52,2,44,0
3234,10.7,17,Clothing,0,0,72,4,49,0
3235,89.28,20,Food,0,0,27,3,44,0
3236,48.03,20,Travel,0,0,84,1,38,0
3237,44.62,0,Food,0,0,27,2,22,0
3238,578.78,2,Travel,1,0,99,0,36,0
3239,172.42,4,Clothing,0,1,92,0,68,0
3240,146.5,16,Clothing,0,0,63,0,69,0
3241,96.74,7,Food,0,0,78,4,24,0
3242,100.85,16,Travel,0,0,56,1,31,0
3243,140.13,8,Travel,0,0,40,2,26,0
3244,214.59,5,Electronics,0,0,41,1,54,0
3245,218.01,16,Grocery,1,0,35,3,67,0
3246,33.91,7,Electronics,0,0,56,1,26,0
3247,124.81,20,Clothing,0,0,51,3,22,0
3248,95.57,6,Food,0,0,29,7,65,0
3249,367.97,6,Travel,0,0,42,0,26,0
3250,179.66,14,Electronics,0,0,27,6,69,0
3251,136.87,6,Food,0,0,52,1,60,0
3252,22.07,21,Food,0,0,90,0,47,0
3253,167.49,7,Grocery,0,0,58,3,31,0
3254,22.44,8,Travel,0,0,46,0,20,0
3255,74.03,14,Food,0,0,54,1,69,0
3256,27.74,1,Travel,0,0,72,1,41,0
3257,212.02,6,Electronics,0,0,89,1,45,0
3258,41.58,14,Food,0,0,85,2,56,0
3259,89.52,17,Food,0,0,43,1,28,0
3260,406.84,21,Electronics,0,0,76,3,34,0
3261,41.14,17,Travel,0,0,65,0,35,0
3262,127.6,9,Travel,0,0,89,2,68,0
3263,97.82,21,Food,0,0,74,2,34,0
3264,3.29,17,Electronics,0,0,65,4,42,0
3265,283.3,0,Clothing,1,0,57,0,58,0
3266,12.88,6,Travel,1,0,41,2,31,0
3267,115.73,2,Clothing,0,0,79,1,38,0
3268,148.05,13,Food,1,0,70,2,28,0
3269,178.2,11,Clothing,0,0,83,1,64,0
3270,210.02,13,Clothing,0,0,95,0,44,0
3271,52.57,3,Travel,0,0,81,5,21,0
3272,1.81,12,Food,0,0,44,4,68,0
3273,231.36,15,Clothing,0,0,65,1,58,0
3274,138.08,15,Travel,0,0,99,3,51,0
3275,325.55,21,Clothing,0,0,95,4,57,0
3276,310.06,4,Travel,0,0,62,1,24,0
3277,333.65,19,Food,1,0,51,1,35,0
3278,119.48,5,Electronics,0,0,33,0,36,0
3279,73.06,5,Travel,0,0,92,5,35,0
3280,282.26,17,Travel,0,0,62,3,32,0
3281,108.03,5,Clothing,0,0,49,4,28,0
3282,36.48,6,Food,0,0,38,0,29,0
3283,347.55,23,Grocery,0,0,61,2,52,0
3284,385.53,23,Grocery,1,0,74,2,53,0
3285,113.03,15,Electronics,0,0,96,2,67,0
3286,14.17,8,Food,0,0,66,2,29,0
3287,88.33,12,Travel,0,1,99,2,33,0
3288,292.91,11,Grocery,1,0,78,4,45,0
3289,417.69,18,Electronics,0,0,59,3,61,0
3290,40.95,22,Food,0,0,55,2,56,0
3291,12.48,22,Electronics,0,0,70,6,61,0
3292,377.72,0,Grocery,0,0,41,3,53,0
3293,88.8,7,Clothing,0,0,77,3,47,0
3294,140.47,3,Clothing,0,0,46,2,33,0
3295,619.93,20,Food,0,0,82,1,33,0
3296,12.4,21,Electronics,0,0,65,1,66,0
3297,188.11,18,Travel,0,0,27,2,37,0
3298,13.86,20,Grocery,0,0,87,5,26,0
3299,84.74,4,Clothing,0,0,90,2,63,0
3300,293.17,16,Clothing,0,1,70,0,22,0
3301,102.28,2,Electronics,1,0,32,2,48,1
3302,1056.93,18,Clothing,1,0,63,2,35,0
3303,147.39,0,Electronics,1,0,49,4,61,0
3304,69.73,22,Grocery,0,0,71,0,39,0
3305,44.75,0,Electronics,0,0,58,2,56,0
3306,77.69,22,Clothing,0,0,92,2,19,0
3307,83.89,19,Electronics,0,0,81,1,67,0
3308,12.81,8,Clothing,0,0,49,3,20,0
3309,83.04,22,Food,0,0,97,2,64,0
3310,112.33,4,Clothing,0,0,86,3,45,0
3311,230.9,6,Clothing,0,0,63,0,28,0
3312,192.46,5,Clothing,0,0,31,2,27,0
3313,222.05,16,Food,0,1,30,0,37,0
3314,1.51,21,Travel,0,0,78,0,48,0
3315,44.19,16,Clothing,0,0,43,0,68,0
3316,195.08,12,Travel,0,1,71,3,62,0
3317,119.09,11,Grocery,1,0,43,3,65,0
3318,0.96,3,Electronics,1,0,58,1,69,0
3319,293.79,7,Travel,0,0,67,0,39,0
3320,266.75,4,Grocery,1,0,37,1,35,0
3321,143.1,4,Electronics,0,0,60,0,29,0
3322,12.38,12,Clothing,0,0,49,2,32,0
3323,261.83,10,Clothing,0,0,80,0,51,0
3324,157.75,7,Clothing,1,0,45,6,62,0
3325,274.15,7,Food,0,0,58,3,45,0
3326,250.8,0,Food,0,0,49,4,61,0
3327,292.42,12,Food,0,1,35,3,32,0
3328,131.37,4,Food,0,0,43,2,52,0
3329,27.22,20,Grocery,0,0,73,2,34,0
3330,200.19,7,Grocery,0,0,73,0,55,0
3331,174.39,16,Clothing,0,0,58,0,28,0
3332,244.04,22,Electronics,0,0,26,2,43,0
3333,33.51,22,Food,0,0,54,2,46,0
3334,39.04,12,Electronics,0,0,62,4,69,0
3335,397.98,8,Grocery,0,0,39,0,42,0
3336,249.52,1,Food,0,1,99,0,21,0
3337,429.92,18,Grocery,1,0,84,4,44,0
3338,255.92,19,Grocery,1,0,28,4,59,0
3339,163.66,16,Travel,0,0,38,2,39,0
